0,362
1,380
2,386
3,392
4,392
5,390
6,392
7,396
8,401
9,407
10,425
11,450
12,484
13,511
14,544
15,588
16,615
17,633
18,641
19,645
20,646
21,639
22,622
23,602
24,566
25,525
26,487
27,460
28,436
29,419
30,403
31,376
32,362
33,382
34,398
35,420
36,447
37,476
38,512
39,450
40,476
41,508
42,520
43,521
44,512
45,497
46,472
47,440
48,455
49,427
50,404
51,381
52,352
53,330
54,300
55,283
56,289
57,304
58,311
59,329
60,342
61,375
62,401
63,422
64,450
65,465
66,486
67,494
68,497
69,493
70,484
71,467
72,450
73,431
74,411
75,382
76,360
77,351
78,314
79,291
80,296
81,323
82,331
83,281
84,298
85,319
86,349
87,377
88,415
89,448
90,484
91,517
92,564
93,599
94,581
95,581
96,565
97,531
98,430
99,497
100,475
101,469
102,444
103,423
104,415
105,395
106,390
107,385
108,387
109,362
110,404
111,386
112,434
113,433
114,461
115,499
116,519
117,557
118,555
119,570
120,587
121,597
122,595
123,585
124,563
125,532
126,514
127,498
128,473
129,451
130,439
131,437
132,454
133,458
134,455
135,444
136,450
137,472
138,514
139,525
140,510
141,464
142,390
143,320
144,281
145,276
146,273
147,281
148,262
149,243
150,196
151,127
152,96
153,96
154,98
155,112
156,196
157,199
158,199
159,195
160,132
161,162
162,142
163,166
164,197
165,239
166,296
167,340
168,367
169,384
170,357
171,360
172,357
173,348
174,335
175,318
176,297
177,275
178,255
179,246
180,230
181,199
182,224
183,236
184,251
185,268
186,306
187,307
188,322
189,335
190,345
191,355
192,359
193,356
194,351
195,334
196,319
197,305
198,284
199,266
200,250
201,241
202,206
203,233
204,234
205,245
206,255
207,268
208,306
209,335
210,326
211,344
212,356
213,366
214,371
215,368
216,361
217,348
218,336
219,317
220,300
221,283
222,267
223,254
224,247
225,242
226,216
227,241
228,250
229,258
230,271
231,305
232,304
233,319
234,337
235,349
236,361
237,373
238,382
239,376
240,373
241,355
242,340
243,326
244,328
245,304
246,283
