0,669
1,690
2,697
3,708
4,718
5,723
6,723
7,738
8,742
9,740
10,734
11,738
12,727
13,718
14,698
15,632
16,643
17,651
18,663
19,685
20,702
21,692
22,682
23,681
24,644
25,679
26,704
27,693
28,690
29,693
30,696
31,736
32,757
33,750
34,721
35,694
36,706
37,714
38,712
39,722
40,708
41,606
42,623
43,637
44,629
45,576
46,574
47,564
48,721
49,720
50,720
51,738
52,822
53,841
54,848
55,851
56,860
57,863
58,854
59,854
60,849
61,760
62,735
63,739
64,750
65,750
66,760
67,762
68,765
69,766
70,766
71,763
72,762
73,761
74,774
75,843
76,849
77,858
78,852
79,859
80,860
81,884
82,884
83,848
84,857
85,852
86,840
87,834
88,743
89,736
90,733
91,729
92,822
93,750
94,636
95,648
96,578
97,588
98,549
99,747
100,746
101,765
102,766
103,780
104,841
105,871
106,878
107,881
108,885
109,851
110,887
111,846
112,851
113,747
114,743
115,766
116,730
117,831
118,651
119,677
120,705
121,712
122,731
123,738
124,760
125,760
126,768
127,776
128,787
129,810
130,830
131,825
132,827
133,834
134,848
135,823
136,825
137,827
138,824
139,807
140,804
141,781
142,759
143,751
144,754
145,753
146,757
147,772
148,757
149,748
150,735
151,729
152,773
153,1046
154,1081
155,1081
156,1055
157,1036
158,1017
159,997
160,822
161,808
162,749
163,751
164,753
165,755
166,773
167,768
168,753
169,749
170,682
171,681
172,691
173,703
174,716
175,733
176,752
177,769
178,791
179,833
180,840
181,820
182,835
183,830
184,824
185,819
186,844
187,777
188,755
189,739
190,735
191,734
192,735
193,740
194,749
195,751
196,755
197,785
198,802
199,821
200,837
201,843
202,829
203,854
204,856
205,857
206,845
207,829
208,878
209,867
210,774
211,747
212,740
213,740
214,740
215,740
216,741
217,750
218,753
219,773
220,796
221,816
222,833
223,850
224,855
225,857
226,843
227,857
228,855
229,845
230,840
231,877
232,801
233,783
234,759
235,749
236,745
237,746
238,749
239,750
240,759
241,765
242,774
243,794
244,871
245,881
246,890
