5,12
5,10
5,11
5,10
5,10
6,11
6,10
7,11
7,11
7,11
7,10
8,10
9,22
9,19
9,15
9,6
10,22
10,19
10,19
10,6
11,10
13,10
47,112
47,111
48,112
48,111
49,113
50,113
51,114
52,114
53,114
54,114
55,115
56,115
57,118
57,112
58,118
58,112
59,120
60,119
61,122
62,122
63,123
64,123
65,125
66,125
67,126
68,127
69,129
70,129
71,131
72,131
73,130
74,130
75,133
76,133
77,137
78,137
79,139
80,139
81,141
82,141
83,144
84,144
85,146
86,146
87,149
88,149
89,151
90,151
91,153
92,153
93,155
94,155
95,158
96,158
97,160
98,160
99,162
100,162
101,164
102,164
103,168
104,168
105,169
106,169
107,171
108,171
109,173
110,173
111,175
112,175
113,177
114,177
115,178
116,178
117,179
118,179
119,180
120,180
121,180
122,180
123,181
124,181
125,181
126,181
127,182
128,182
129,182
130,181
131,182
132,182
133,182
134,182
135,181
136,181
137,181
138,181
139,180
140,180
141,180
142,180
143,178
144,178
145,177
146,177
147,175
148,175
149,173
150,173
151,171
152,171
153,168
154,168
155,167
156,167
157,164
158,164
159,162
160,162
161,160
162,160
163,157
164,157
165,153
166,153
167,152
168,152
169,148
170,148
171,147
172,147
173,144
174,144
175,142
176,142
177,139
178,139
179,137
180,137
181,135
182,135
183,134
184,134
185,132
186,132
187,131
188,131
189,129
190,129
191,128
192,128
193,127
194,127
195,126
196,126
197,125
198,125
199,123
200,123
201,123
202,123
203,122
204,122
205,122
206,122
207,121
208,122
209,121
210,122
211,121
212,121
213,121
214,121
215,121
216,121
217,121
217,11
217,11
217,11
217,10
218,121
218,11
218,11
218,11
218,10
219,121
219,11
219,11
219,11
219,10
220,121
220,11
220,11
220,11
220,10
221,121
221,11
221,10
222,121
222,10
223,122
224,122
225,122
226,122
227,123
228,123
229,124
230,124
231,124
232,124
233,124
234,125
235,125
236,125
237,125
238,126
239,126
240,126
241,126
242,126
243,126
244,126
245,126
246,126
247,126
248,126
249,126
250,127
251,127
252,127
253,127
254,126
255,127
256,127
257,127
258,126
259,126
260,126
261,126
262,124
263,125
264,125
265,125
266,124
267,122
268,122
269,122
270,122
271,121
272,121
273,120
274,118
275,119
276,119
277,119
278,116
279,115
280,115
281,115
282,113
283,112
284,112
285,112
286,110
287,108
288,108
289,108
290,107
291,105
292,105
293,105
294,103
295,102
296,102
297,102
298,100
299,98
300,98
301,98
302,97
303,95
304,95
305,95
306,94
307,93
308,93
309,93
310,92
311,92
312,92
313,92
314,91
315,90
316,90
317,90
318,90
319,88
320,88
321,88
322,88
323,88
324,88
325,88
326,89
327,88
328,88
329,88
330,88
331,89
332,89
333,89
334,88
335,89
336,89
337,89
338,89
339,90
340,90
341,90
342,89
343,89
344,89
345,89
346,89
347,90
348,90
349,90
350,90
351,90
352,90
353,90
354,89
355,89
356,89
357,89
358,90
359,90
360,90
361,90
362,89
363,88
364,88
365,88
366,88
367,86
368,86
369,86
370,84
371,83
372,83
373,83
374,82
375,79
376,79
377,79
378,77
379,76
380,76
381,76
382,73
383,70
384,70
385,70
386,67
387,66
388,66
389,66
390,63
391,60
392,60
393,60
394,57
395,53
396,53
397,53
398,50
399,47
400,47
401,47
402,44
403,41
404,41
405,41
406,39
407,36
408,36
409,36
410,36
411,34
412,34
413,34
414,31
415,30
416,30
417,30
418,28
419,27
420,27
421,27
422,26
423,26
424,26
425,26
426,24
427,24
428,24
429,24
430,25
431,25
432,25
433,25
434,24
435,25
436,25
437,25
438,26
439,27
440,27
441,27
442,28
443,29
444,29
445,29
446,30
447,31
448,31
449,31
450,33
451,35
452,35
453,35
454,37
455,38
456,38
457,38
458,41
459,43
460,43
461,44
462,46
463,48
464,48
465,48
466,51
467,53
468,53
469,53
470,55
471,58
472,58
473,58
474,61
475,63
476,63
477,63
478,66
479,68
480,68
481,68
482,71
483,74
484,74
485,74
486,77
487,80
488,80
489,80
490,82
491,85
492,85
493,85
494,86
495,89
496,89
497,89
498,91
499,92
500,93
501,93
502,95
503,97
504,97
505,97
506,98
507,101
508,101
509,101
510,102
511,103
512,103
513,103
514,105
515,106
516,106
517,106
518,108
519,109
520,109
521,109
